run_id,model_scale_id,condition_id,task_regime,P_active,baseline_score,intervention_score,metric,seed,status,notes
REFERENCE-C018,REFERENCE,C018,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C019,REFERENCE,C019,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C019,REFERENCE,C019,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C019,REFERENCE,C019,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C019,REFERENCE,C019,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C020,REFERENCE,C020,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C020,REFERENCE,C020,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C020,REFERENCE,C020,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C020,REFERENCE,C020,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C021,REFERENCE,C021,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C021,REFERENCE,C021,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C021,REFERENCE,C021,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C021,REFERENCE,C021,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C022,REFERENCE,C022,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C022,REFERENCE,C022,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C022,REFERENCE,C022,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C022,REFERENCE,C022,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C023,REFERENCE,C023,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C023,REFERENCE,C023,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C023,REFERENCE,C023,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C023,REFERENCE,C023,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C024,REFERENCE,C024,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C024,REFERENCE,C024,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C024,REFERENCE,C024,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C024,REFERENCE,C024,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C025,REFERENCE,C025,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C025,REFERENCE,C025,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C025,REFERENCE,C025,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C025,REFERENCE,C025,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C026,REFERENCE,C026,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C026,REFERENCE,C026,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C026,REFERENCE,C026,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C026,REFERENCE,C026,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C027,REFERENCE,C027,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C027,REFERENCE,C027,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C027,REFERENCE,C027,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C027,REFERENCE,C027,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C028,REFERENCE,C028,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C028,REFERENCE,C028,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C028,REFERENCE,C028,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C028,REFERENCE,C028,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C029,REFERENCE,C029,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C029,REFERENCE,C029,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C029,REFERENCE,C029,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C029,REFERENCE,C029,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C030,REFERENCE,C030,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C030,REFERENCE,C030,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C030,REFERENCE,C030,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C030,REFERENCE,C030,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C031,REFERENCE,C031,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C031,REFERENCE,C031,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C031,REFERENCE,C031,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C031,REFERENCE,C031,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C032,REFERENCE,C032,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C032,REFERENCE,C032,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C032,REFERENCE,C032,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C032,REFERENCE,C032,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C033,REFERENCE,C033,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C033,REFERENCE,C033,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C033,REFERENCE,C033,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C033,REFERENCE,C033,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C034,REFERENCE,C034,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C034,REFERENCE,C034,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C034,REFERENCE,C034,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C034,REFERENCE,C034,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C035,REFERENCE,C035,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C035,REFERENCE,C035,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C035,REFERENCE,C035,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C035,REFERENCE,C035,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C036,REFERENCE,C036,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C036,REFERENCE,C036,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C036,REFERENCE,C036,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C036,REFERENCE,C036,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C037,REFERENCE,C037,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C037,REFERENCE,C037,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C037,REFERENCE,C037,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C037,REFERENCE,C037,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C038,REFERENCE,C038,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C038,REFERENCE,C038,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C038,REFERENCE,C038,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C038,REFERENCE,C038,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C039,REFERENCE,C039,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C039,REFERENCE,C039,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C039,REFERENCE,C039,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C039,REFERENCE,C039,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C040,REFERENCE,C040,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C040,REFERENCE,C040,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C040,REFERENCE,C040,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C040,REFERENCE,C040,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C041,REFERENCE,C041,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C041,REFERENCE,C041,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C041,REFERENCE,C041,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C041,REFERENCE,C041,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C042,REFERENCE,C042,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C042,REFERENCE,C042,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C042,REFERENCE,C042,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C042,REFERENCE,C042,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C043,REFERENCE,C043,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C043,REFERENCE,C043,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C043,REFERENCE,C043,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C043,REFERENCE,C043,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C044,REFERENCE,C044,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C044,REFERENCE,C044,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C044,REFERENCE,C044,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C044,REFERENCE,C044,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C045,REFERENCE,C045,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C045,REFERENCE,C045,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C045,REFERENCE,C045,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C045,REFERENCE,C045,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C046,REFERENCE,C046,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C046,REFERENCE,C046,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C046,REFERENCE,C046,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C046,REFERENCE,C046,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C047,REFERENCE,C047,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C047,REFERENCE,C047,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C047,REFERENCE,C047,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C047,REFERENCE,C047,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C048,REFERENCE,C048,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C048,REFERENCE,C048,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C048,REFERENCE,C048,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C048,REFERENCE,C048,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C049,REFERENCE,C049,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C049,REFERENCE,C049,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C049,REFERENCE,C049,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C049,REFERENCE,C049,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C050,REFERENCE,C050,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C050,REFERENCE,C050,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C050,REFERENCE,C050,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C050,REFERENCE,C050,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C051,REFERENCE,C051,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C051,REFERENCE,C051,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C051,REFERENCE,C051,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C051,REFERENCE,C051,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C052,REFERENCE,C052,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C052,REFERENCE,C052,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C052,REFERENCE,C052,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C052,REFERENCE,C052,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C053,REFERENCE,C053,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C053,REFERENCE,C053,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C053,REFERENCE,C053,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C053,REFERENCE,C053,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C054,REFERENCE,C054,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C054,REFERENCE,C054,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C054,REFERENCE,C054,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C054,REFERENCE,C054,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C055,REFERENCE,C055,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C055,REFERENCE,C055,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C055,REFERENCE,C055,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C055,REFERENCE,C055,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C000,LARGE,C000,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C000,LARGE,C000,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C000,LARGE,C000,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C000,LARGE,C000,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C001,LARGE,C001,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C001,LARGE,C001,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C001,LARGE,C001,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C001,LARGE,C001,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C002,LARGE,C002,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C002,LARGE,C002,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C002,LARGE,C002,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C002,LARGE,C002,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C003,LARGE,C003,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C003,LARGE,C003,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C003,LARGE,C003,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C003,LARGE,C003,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C004,LARGE,C004,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C004,LARGE,C004,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C004,LARGE,C004,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C004,LARGE,C004,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C005,LARGE,C005,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C005,LARGE,C005,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C005,LARGE,C005,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C005,LARGE,C005,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C006,LARGE,C006,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C006,LARGE,C006,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C006,LARGE,C006,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C006,LARGE,C006,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C007,LARGE,C007,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C007,LARGE,C007,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C007,LARGE,C007,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C007,LARGE,C007,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C008,LARGE,C008,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C008,LARGE,C008,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C008,LARGE,C008,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C008,LARGE,C008,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C009,LARGE,C009,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C009,LARGE,C009,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C009,LARGE,C009,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C009,LARGE,C009,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C010,LARGE,C010,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C010,LARGE,C010,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C010,LARGE,C010,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C010,LARGE,C010,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C011,LARGE,C011,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C011,LARGE,C011,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C011,LARGE,C011,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C011,LARGE,C011,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C012,LARGE,C012,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C012,LARGE,C012,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C012,LARGE,C012,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C012,LARGE,C012,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C013,LARGE,C013,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C013,LARGE,C013,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C013,LARGE,C013,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C013,LARGE,C013,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C014,LARGE,C014,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C014,LARGE,C014,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C014,LARGE,C014,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C014,LARGE,C014,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C015,LARGE,C015,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C015,LARGE,C015,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C015,LARGE,C015,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C015,LARGE,C015,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C016,LARGE,C016,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C016,LARGE,C016,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C016,LARGE,C016,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C016,LARGE,C016,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C017,LARGE,C017,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C017,LARGE,C017,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C017,LARGE,C017,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C017,LARGE,C017,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C018,LARGE,C018,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C018,LARGE,C018,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C018,LARGE,C018,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C018,LARGE,C018,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C019,LARGE,C019,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C019,LARGE,C019,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C019,LARGE,C019,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C019,LARGE,C019,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C020,LARGE,C020,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C020,LARGE,C020,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C020,LARGE,C020,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C020,LARGE,C020,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C021,LARGE,C021,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C021,LARGE,C021,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C021,LARGE,C021,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C021,LARGE,C021,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C022,LARGE,C022,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C022,LARGE,C022,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C022,LARGE,C022,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C022,LARGE,C022,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C023,LARGE,C023,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C023,LARGE,C023,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C023,LARGE,C023,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C023,LARGE,C023,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C024,LARGE,C024,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C024,LARGE,C024,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C024,LARGE,C024,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C024,LARGE,C024,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C025,LARGE,C025,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C025,LARGE,C025,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C025,LARGE,C025,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C025,LARGE,C025,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C026,LARGE,C026,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C026,LARGE,C026,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C026,LARGE,C026,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C026,LARGE,C026,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C027,LARGE,C027,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C027,LARGE,C027,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C027,LARGE,C027,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C027,LARGE,C027,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C028,LARGE,C028,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C028,LARGE,C028,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C028,LARGE,C028,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C028,LARGE,C028,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C029,LARGE,C029,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C029,LARGE,C029,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C029,LARGE,C029,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C029,LARGE,C029,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C030,LARGE,C030,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C030,LARGE,C030,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C030,LARGE,C030,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C030,LARGE,C030,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C031,LARGE,C031,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C031,LARGE,C031,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C031,LARGE,C031,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C031,LARGE,C031,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C032,LARGE,C032,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C032,LARGE,C032,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C032,LARGE,C032,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C032,LARGE,C032,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C033,LARGE,C033,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C033,LARGE,C033,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C033,LARGE,C033,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C033,LARGE,C033,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C034,LARGE,C034,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C034,LARGE,C034,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C034,LARGE,C034,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C034,LARGE,C034,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C035,LARGE,C035,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C035,LARGE,C035,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C035,LARGE,C035,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C035,LARGE,C035,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
